ParentSmiles,Status Influx,Status Efflux,Status PAMPA,Status BBB,Status CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,Testrain Influx,Testrain PAMPA,Testin CNS,Testain BBB,Testrain Efflux,Efflux Prediction Properties,Efflux Probability Properties,PAMPA Prediction Properties,PAMPA Probability Properties,BBB Prediction Properties,BBB Probability Properties,CNS Prediction Properties,CNS Probability Properties,Influx Prediction Properties,Influx Probability Properties,Efflux Prediction Fingerprints,Efflux Probability Fingerprints,PAMPA Prediction Fingerprints,PAMPA Probability Fingerprints,BBB Prediction Fingerprints,BBB Probability Fingerprints,CNS Prediction Fingerprints,CNS Probability Fingerprints,Influx Prediction Fingerprints,Influx Probability Fingerprints 
COc1c(O)ccc(C[C@@H](CO)[C@H](CO)Cc2cc(OC)c(O[C@@H]3OC(C(=O)O)C(O)[C@H](O)C3O)cc2)c1,NaN,1.0,NaN,NaN,NaN,-0.35,195.6,0.27,-4.53,11,7,538.2050265279998,12,NaN,NaN,NaN,NaN,Train,1,0.9679209589958191,0,0.004825950600206852,0,0.010137591511011124,0,0.00025961254141293466,0,0.3201915919780731,1,0.9683589339256287,1,0.9560214281082153,0,0.428780734539032,0,0.1217716857790947,0,0.016679517924785614
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,NaN,1.0,NaN,NaN,NaN,1.69,173.98,0.25,-2.59,8,6,568.3247477359997,7,NaN,NaN,NaN,NaN,Train,1,0.9842603802680969,0,0.12387064099311829,0,0.005596029572188854,0,0.0033263759687542915,1,0.6814043521881104,1,0.9823753237724304,0,0.4329001009464264,0,0.007605807855725288,0,0.0008369946153834462,0,0.1747482717037201
COc1c(OC)cc2c(=O)n(CCCn3ccnc3)c3c(C(=O)c4c-3cc3OCOc3c4)c2c1,NaN,1.0,NaN,NaN,NaN,1.96,92.12,-3.39,2.05,9,0,459.14303539199994,6,NaN,NaN,NaN,NaN,Train,1,0.9469714164733887,1,0.9994798302650452,1,0.9907466173171997,0,0.05778394266963005,0,0.027003413066267967,1,0.8298138380050659,1,0.974622368812561,1,0.515889585018158,0,0.015143531374633312,0,0.0031375298276543617
Cc1cc(=O)[nH]c2cc3c(cc12)c1ccccc1o3,NaN,1.0,NaN,NaN,NaN,3.54,42.24,-6.4,3.61,2,1,249.078978592,0,NaN,NaN,NaN,NaN,Train,1,0.9718296527862549,1,0.8859227895736694,1,0.9095784425735474,0,0.017328783869743347,0,0.008660493418574333,1,0.9009223580360413,1,0.9955755472183228,1,0.9519208073616028,0,0.012579025700688362,0,0.0015642227372154593
CC1(C)O[C@]2(C)CC[C@H]1CC2,NaN,0.0,NaN,NaN,NaN,2.87,9.23,-2.52,2.85,1,0,154.135765196,0,NaN,NaN,NaN,NaN,Train,0,0.03620779886841774,1,0.9983711838722229,1,0.9990097284317017,0,0.4966789782047272,0,0.08344718813896179,0,0.0928770899772644,1,0.9378089308738708,1,0.9960512518882751,0,0.06152642145752907,0,0.160936176776886
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,NaN,1.0,NaN,NaN,0.0,6.17,12.47,-5.05,4.95,2,0,405.185942196,9,NaN,NaN,Train,NaN,Train,1,0.9742659330368042,1,0.9988937973976135,1,0.9592292904853821,0,0.001549472101032734,0,0.022646965458989143,1,0.9513863921165466,1,0.9151564836502075,1,0.8626790046691895,0,0.018356822431087494,0,0.0038785638753324747
Cc1cc(NC(=O)C2=C(O)c3c(cccc3)S(=O)(=O)N2C)no1,NaN,1.0,NaN,NaN,1.0,2.34,112.74,-0.39,-1.28,6,2,335.05759151600006,2,NaN,NaN,Train,NaN,Train,1,0.7808924913406372,0,0.02192145586013794,0,0.013878746889531612,1,0.834379255771637,0,0.06674445420503616,1,0.9150511622428894,1,0.7117114067077637,1,0.5121370553970337,1,0.8830468058586121,0,0.002071270253509283
Cc1c(OCC(C)N)c(C)ccc1,NaN,0.0,NaN,NaN,0.0,2.56,35.25,-1.75,1.23,2,1,179.13101416400002,3,NaN,NaN,Test,NaN,Test,0,0.015001848340034485,1,0.9993059635162354,1,0.9744977355003357,0,0.27358680963516235,0,0.0005365069955587387,0,0.15424518287181854,1,0.9954017400741577,1,0.907286524772644,0,0.4820410907268524,0,0.08435321599245071
Cc1c(-c2nn(C)c3nc(OCc4ccccn4)cnc23)cnn1C,NaN,0.0,NaN,NaN,NaN,2.76,83.54,-2.26,2.27,8,0,335.14945816400007,4,NaN,NaN,NaN,NaN,Train,0,0.01939023658633232,1,0.9998629093170166,1,0.996593177318573,1,0.6288281679153442,0,0.0018028230406343937,0,0.08419856429100037,1,0.9962964653968811,1,0.9967858791351318,0,0.006146734580397606,0,0.004002009518444538
COCCC1CC1c1cncc(OCC2CCCN2C)c1,NaN,0.0,NaN,NaN,NaN,2.89,34.59,-0.86,0.45,4,0,290.199428072,7,NaN,NaN,NaN,NaN,Train,0,0.07284405827522278,1,0.9851515889167786,1,0.9081184267997742,0,0.3572525084018707,0,0.003071118611842394,0,0.08789683133363724,1,0.9171535968780518,1,0.9976726174354553,0,0.055642835795879364,0,0.1689978539943695
COc1cccc(COc2ccccc2CCc2ccccc2)c1OC,NaN,0.0,NaN,NaN,NaN,3.93,27.69,-5.53,5.21,3,0,348.172544628,8,NaN,NaN,NaN,NaN,Train,0,0.07996591180562973,1,0.9456363916397095,0,0.4621201455593109,0,0.008208140730857849,0,0.033304616808891296,0,0.10204310715198517,1,0.9933180809020996,1,0.9992616772651672,0,0.02374202385544777,0,0.00050143658882007
COc1ccc(-c2ccc(-n3cc(NC(N)=O)c(C(N)=O)n3)cc2F)cc1C,NaN,0.0,NaN,NaN,NaN,2.13,125.26,-4.89,2.51,5,3,383.139367656,5,NaN,NaN,NaN,NaN,Train,0,0.12126070261001587,1,0.9645462036132812,1,0.8435342907905579,0,0.02303878776729107,0,0.0016660253750160336,0,0.05967876687645912,1,0.9416521191596985,0,0.4925922751426697,0,0.21756747364997864,0,0.21532860398292542
Nc1ccc2ccc(CCNCCc3cccc(Cl)c3)cc2n1,NaN,0.0,NaN,NaN,NaN,4.45,50.94,-2.63,2.14,3,2,325.13457532,6,NaN,NaN,NaN,NaN,Train,0,0.09182344377040863,1,0.9986649751663208,1,0.9960487484931946,0,0.38560250401496887,0,0.042617425322532654,0,0.11544763296842575,1,0.9901649355888367,1,0.9331684112548828,0,0.0007990398444235325,0,0.007953036576509476
O=C(Nc1cncc(Oc2cncnc2)n1)c1cc(Cl)ccn1,NaN,0.0,NaN,NaN,NaN,1.46,102.78,-1.75,1.35,7,1,328.047551208,4,NaN,NaN,NaN,NaN,Test,1,0.9149318933486938,1,0.9418883323669434,1,0.9754617214202881,0,0.39536532759666443,0,0.0016470340779051185,0,0.19792182743549347,1,0.815711498260498,1,0.9439506530761719,0,0.004782506730407476,0,0.0356193408370018
Cn1nc(-c2ccc(OC(F)(F)F)cc2)nc2-c1nc(=O)n(C)c2=O,NaN,0.0,NaN,NaN,NaN,1.33,86.93,-4.82,0.4,8,0,353.07357384,2,NaN,NaN,NaN,NaN,Train,0,0.007601210381835699,1,0.611972987651825,1,0.9540761709213257,0,0.051575854420661926,0,0.003888253588229418,0,0.03686695173382759,1,0.975486695766449,1,0.9828358292579651,0,0.037977222353219986,0,0.015505977906286716
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NaN,0.0,NaN,NaN,NaN,2.67,96.22,-2.45,1.56,6,3,300.063388104,2,NaN,NaN,NaN,NaN,Test,0,0.3495311439037323,0,0.2988598346710205,0,0.29104164242744446,0,0.2825160324573517,0,0.0014940020628273487,0,0.08140326291322708,1,0.9911734461784363,0,0.15407606959342957,0,0.003486485918983817,0,0.002036925172433257
CC(=O)N1CCC(c2cc(Nc3cc(C(F)(F)F)ccn3)nc(N3CCC(F)(F)C3)c2)CC1,NaN,0.0,NaN,NaN,NaN,4.33,61.36,-4.7,3.9,5,1,469.19010148800004,4,NaN,NaN,NaN,NaN,Train,0,0.2696087062358856,1,0.9992597699165344,1,0.9957146048545837,1,0.604928195476532,0,0.0033296262845396996,0,0.09548494964838028,1,0.9959245920181274,1,0.9855111837387085,0,0.023578107357025146,0,0.019931498914957047
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(F)cc21,NaN,0.0,NaN,NaN,NaN,3.07,88.49,-3.91,3.35,5,2,366.16043744800004,2,NaN,NaN,NaN,NaN,Test,0,0.15848325192928314,1,0.9940377473831177,1,0.668957531452179,0,0.010359211824834347,0,0.00021470055798999965,0,0.162369042634964,1,0.9942595958709717,1,0.6468483805656433,0,0.03280103951692581,0,0.35953742265701294
Cc1cccc(C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)c1O,NaN,0.0,NaN,NaN,NaN,2.7,73.13,-3.06,2.76,4,2,342.119127064,1,NaN,NaN,NaN,NaN,Test,0,0.4297153651714325,1,0.9949266910552979,1,0.9955537915229797,0,0.18878409266471863,0,0.0038367619272321463,1,0.6919885873794556,1,0.7617308497428894,1,0.5304123163223267,0,0.21547839045524597,0,0.012660293839871883
CN1CCC(S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(N5CCCC5)ccc4Cl)sc3c2)CC1,NaN,0.0,NaN,NaN,NaN,3.49,148.33,-5.17,1.62,8,2,561.127124056,5,NaN,NaN,NaN,NaN,Train,0,0.29205217957496643,0,0.2881656289100647,0,0.1637389212846756,0,0.0033036640379577875,0,0.03837674856185913,0,0.2340407371520996,0,0.18413320183753967,1,0.5005511045455933,0,0.008605729788541794,0,0.10288133472204208
CN(C)C(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cn(C)nc2)n3C(=O)OC(C)(C)C)c(Cl)c1,NaN,0.0,1.0,NaN,NaN,4.49,94.28,-4.31,3.61,8,1,494.18331640400004,4,NaN,Train,NaN,NaN,Train,0,0.2595968246459961,1,0.9873397350311279,1,0.9916056394577026,0,0.01909099519252777,0,0.00010472955909790471,0,0.16459113359451294,1,0.9913356304168701,1,0.5578441619873047,0,0.0016995561309158802,0,0.0022203740663826466
Cc1ccc(C(=O)Nc2ccc(OC(CCN(C)C)c3ccccc3)cc2)cc1Cl,NaN,0.0,NaN,NaN,NaN,5.45,41.57,-4.57,3.68,3,1,422.176105784,8,NaN,NaN,NaN,NaN,Train,0,0.4617880880832672,1,0.9982187151908875,1,0.9665775895118713,0,0.3680666983127594,0,0.0034096066374331713,0,0.22813814878463745,1,0.9797288775444031,1,0.9838063716888428,0,0.3403865694999695,0,0.00040667798020876944
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1,NaN,0.0,NaN,NaN,NaN,1.31,98.94,-4.59,1.35,6,1,351.08530416,2,NaN,NaN,NaN,NaN,Test,0,0.10084789991378784,1,0.5796006917953491,1,0.7568238377571106,0,0.021448060870170593,0,0.0005739510525017977,0,0.26635798811912537,1,0.9884188771247864,1,0.9630839824676514,0,0.1577499955892563,0,0.12775655090808868
CCc1ccc(-c2nn(C)c3nc(=O)n(C)c(=O)c-3n2)cc1,NaN,0.0,NaN,NaN,NaN,1.26,77.7,-4.25,0.43,7,0,297.1225747200001,2,NaN,NaN,NaN,NaN,Train,0,0.09143661707639694,0,0.11005713045597076,1,0.99605393409729,0,0.056047938764095306,0,0.0011020372621715069,0,0.025137068703770638,1,0.9958661794662476,1,0.9963204860687256,0,0.12212074548006058,0,0.00825365912169218
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,NaN,0.0,NaN,NaN,NaN,4.36,168.59,-5.25,3.14,8,3,734.3349355600003,12,NaN,NaN,NaN,NaN,Train,0,0.336207777261734,1,0.9942371845245361,0,0.12422333657741547,0,0.0005656782886944711,0,0.024737225845456123,0,0.10880135744810104,1,0.8509804606437683,0,0.045941464602947235,0,0.0033984705805778503,0,0.0006868194905109704
O=C(c1ccc(Oc2nccnc2N2CCOCC2)cc1)c1nc2ccccc2[nH]1,NaN,0.0,NaN,NaN,NaN,2.78,93.23,-3.45,2.87,7,1,401.148789468,5,NaN,NaN,NaN,NaN,Train,0,0.11180214583873749,1,0.9997219443321228,1,0.9951600432395935,0,0.17628319561481476,0,0.0006429982604458928,0,0.20085600018501282,1,0.9972187280654907,0,0.36442476511001587,0,0.0009597866446711123,0,0.11345835775136948
COc1ccc(F)cc1C(C)Oc1cc(-c2cnnn2C)cnc1N,NaN,0.0,NaN,NaN,NaN,2.79,88.08,-3.52,2.61,7,1,343.14445303600013,5,NaN,NaN,NaN,NaN,Train,0,0.03254124894738197,1,0.9998815059661865,1,0.9420303702354431,0,0.4347790479660034,0,0.0002921564446296543,0,0.09895213693380356,1,0.9995829463005066,1,0.860298752784729,0,0.003323553828522563,0,0.015898235142230988
Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12,NaN,0.0,NaN,NaN,NaN,4.83,58.81,-5.67,4.79,5,0,459.1349692440001,4,NaN,NaN,NaN,NaN,Train,0,0.04142646864056587,1,0.9992458820343018,1,0.9964699745178223,0,0.1332472562789917,0,0.038384344428777695,0,0.07855015993118286,1,0.9983530044555664,1,0.8756121397018433,0,0.0024395904038101435,0,0.0010534217581152916
CN1CCC(S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccccc4Cl)sc3c2)CC1,NaN,0.0,NaN,NaN,NaN,3.32,145.09,-4.86,1.34,7,2,492.06927483199996,4,NaN,NaN,NaN,NaN,Train,0,0.20493339002132416,0,0.08068158477544785,0,0.0756952241063118,0,0.007596866227686405,0,0.0013852885458618402,0,0.17403292655944824,0,0.2842421531677246,1,0.7545950412750244,0,0.05488612875342369,0,0.1765836775302887
O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2Cl)CC1,NaN,0.0,NaN,NaN,NaN,3.82,61.02,-4.06,3.8,4,0,384.04660417599996,5,NaN,NaN,NaN,NaN,Train,0,0.1404433250427246,1,0.9989055395126343,1,0.9996849298477173,1,0.7946181893348694,0,0.021946324035525322,0,0.07924384623765945,1,0.9825522899627686,1,0.9987272620201111,1,0.771316647529602,0,0.02150072157382965
COc1cc2c(ccn(CCc3cccc(Cl)c3)c2=O)cc1-n1cnc(C)c1,NaN,0.0,NaN,NaN,NaN,4.67,47.36,-4.41,4.63,5,0,393.12440456,5,NaN,NaN,NaN,NaN,Train,0,0.12898963689804077,1,0.9997422099113464,1,0.9988545179367065,0,0.41552266478538513,0,0.01926557347178459,0,0.12515586614608765,1,0.9937942028045654,1,0.9670825004577637,0,0.0012549853418022394,0,0.0028730251360684633
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOCC2C(=O)N2CCC(CC(=O)O)CC2)cc1,NaN,0.0,NaN,NaN,NaN,2.43,128.28,-1.57,-0.17,5,3,522.2478348079999,7,NaN,NaN,NaN,NaN,Train,0,0.2309027910232544,0,0.019564110785722733,0,0.09575223922729492,0,0.0035093347541987896,0,0.3024716377258301,0,0.033242128789424896,1,0.8766816258430481,0,0.10313991457223892,0,0.0011642011813819408,0,0.0032965512946248055
O=C(NOCCO)c1c(Nc2ccc(I)cc2F)c2cncn2cc1,NaN,0.0,NaN,NaN,NaN,1.1,88.41,-4.1,2.36,6,3,456.009466528,6,NaN,NaN,NaN,NaN,Train,0,0.1276855170726776,1,0.9346310496330261,1,0.9910328984260559,0,0.0022067660465836525,0,0.020940348505973816,0,0.011909157037734985,0,0.4283907413482666,1,0.9565828442573547,0,0.003460156498476863,0,0.11245209723711014
O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(F)cccc1Cl,NaN,0.0,NaN,NaN,NaN,2.56,71.09,-4.39,2.2,3,2,351.058610744,4,NaN,NaN,NaN,NaN,Train,0,0.30494219064712524,1,0.9994779229164124,1,0.9978548884391785,0,0.014461363665759563,0,0.0008435573545284569,0,0.10372050106525421,1,0.7247429490089417,1,0.5558741092681885,0,0.02918655425310135,0,0.012236335314810276
O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1C(CO)c1ccc(Cl)c(F)c1,NaN,0.0,NaN,NaN,NaN,2.67,87.58,-3.93,2.44,7,2,444.136446464,6,NaN,NaN,NaN,NaN,Train,0,0.23240873217582703,1,0.9998990297317505,1,0.9818323850631714,0,0.0069747017696499825,0,0.0013329528737813234,0,0.07346979528665543,1,0.9896065592765808,1,0.9410558938980103,0,0.053995467722415924,0,0.006443403195589781
C=CCc1ccccc1OCC(O)CNC(C)C,NaN,0.0,NaN,NaN,NaN,2.74,41.49,0.42,0.68,3,2,249.172878976,8,NaN,NaN,NaN,NaN,Train,0,0.021089108660817146,1,0.9992963075637817,1,0.967257022857666,0,0.4310195744037628,0,0.19707919657230377,0,0.06441245228052139,1,0.8405572772026062,1,0.9852995872497559,0,0.07155778259038925,0,0.37562838196754456
Cn1cc(Br)c(C(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)n1,NaN,0.0,NaN,NaN,NaN,2.16,70.72,-2.61,1.42,5,1,394.025222448,1,NaN,NaN,NaN,NaN,Test,1,0.9764720797538757,1,0.9991926550865173,1,0.9880803823471069,0,0.13278591632843018,0,0.0003846428298857063,0,0.1728457510471344,1,0.8791532516479492,1,0.8117747902870178,0,0.06250850856304169,0,0.07875113189220428
CC(C)NCC(O)COc1cccc2ccccc12,NaN,0.0,1.0,NaN,NaN,3.32,41.49,-0.3,1.15,3,2,259.157228912,6,NaN,Test,NaN,NaN,Train,0,0.012328462675213814,1,0.9887498617172241,0,0.11882927268743515,0,0.16055960953235626,0,0.13553035259246826,0,0.013234343379735947,1,0.894393801689148,1,0.660078227519989,0,0.01929236762225628,0,0.12062111496925354
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3C)c3c(n2)cnn3C)cc1,NaN,0.0,NaN,NaN,NaN,2.53,97.2,-4.27,2.03,7,2,395.20697304000015,4,NaN,NaN,NaN,NaN,Train,0,0.38985565304756165,1,0.9302432537078857,1,0.9240872263908386,0,0.03301427885890007,0,0.00032511362223885953,0,0.10305437445640564,1,0.7904761433601379,1,0.9904145002365112,0,0.19145290553569794,0,0.25898778438568115
CNc1nc(Nc2c3COC(C)(C)Cn3nc2)ncc1C(F)(F)F,NaN,0.0,NaN,NaN,NaN,2.99,76.89,-3.89,2.48,7,2,342.14159382400004,3,NaN,NaN,NaN,NaN,Train,0,0.016873935237526894,1,0.9982420206069946,1,0.9719406366348267,0,0.2665497958660126,0,0.0004781541647389531,0,0.04581436142325401,1,0.8792744278907776,1,0.9695537090301514,0,0.006037847604602575,0,0.02542072720825672
CNC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,NaN,0.0,NaN,NaN,NaN,1.21,84.22,-2.67,1.44,3,3,325.179026976,7,NaN,NaN,NaN,NaN,Train,0,0.20767204463481903,0,0.12459685653448105,1,0.9796243906021118,0,0.08311213552951813,0,0.2497994750738144,0,0.2917141616344452,0,0.14083360135555267,1,0.8669764399528503,0,0.09324752539396286,0,0.0021094989497214556
Cc1cc(-c2ccc(-n3cc(NC(N)=O)c(C(N)=O)n3)cc2)cc(C)c1O,NaN,0.0,NaN,NaN,NaN,2.09,136.26,-4.53,2.2,5,4,365.148789468,4,NaN,NaN,NaN,NaN,Train,0,0.22027361392974854,1,0.9227704405784607,0,0.16709786653518677,0,0.015799976885318756,0,0.09321635216474533,0,0.14619964361190796,0,0.46919527649879456,0,0.26226457953453064,0,0.14473563432693481,0,0.032120417803525925
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(N)c2)c(OC)c1,NaN,0.0,NaN,NaN,NaN,1.66,118.35,-3.7,1.79,8,1,394.11985742400003,8,NaN,NaN,NaN,NaN,Test,0,0.21818915009498596,1,0.9911971092224121,1,0.969420850276947,0,0.09325714409351349,0,0.00358588807284832,1,0.8809595704078674,1,0.9862141013145447,1,0.8597924709320068,0,0.006826282013207674,0,0.042004529386758804
NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12,NaN,0.0,NaN,NaN,NaN,2.34,72.44,-4.98,2.18,6,1,454.142816948,7,NaN,NaN,NaN,NaN,Train,0,0.2611183226108551,1,0.9982466697692871,1,0.9994310736656189,0,0.005011758301407099,0,0.0002205382043030113,0,0.09476789832115173,1,0.990069568157196,1,0.9606767296791077,1,0.6083619594573975,0,0.0013528255512937903
Cn1nc(-c2ccccc2)c2ccc(OCc3ccccn3)nc21,NaN,0.0,NaN,NaN,NaN,2.9,52.83,-3.56,2.95,5,0,316.132411132,4,NaN,NaN,NaN,NaN,Test,0,0.1048300713300705,1,0.9979547262191772,1,0.997905969619751,0,0.46297454833984375,0,0.03190981224179268,0,0.3494832217693329,1,0.9900542497634888,1,0.9947406649589539,0,0.011971110478043556,0,0.0029453812167048454
C=C1CC/C=C(\C(=O)O)CC(O)C2C1CC2(C)C,NaN,0.0,NaN,NaN,NaN,2.97,57.53,-0.9,0.8,2,2,250.15689456400003,1,NaN,NaN,NaN,NaN,Train,0,0.015719961374998093,1,0.9746052026748657,1,0.8931785821914673,1,0.9381676316261292,0,0.14176443219184875,0,0.15435755252838135,1,0.8484596610069275,1,0.5180373787879944,0,0.009955449029803276,0,0.040670864284038544
Nc1ncc(C(=O)NC2CC2)c2ccc(-c3cccc(F)c3)nc12,NaN,0.0,NaN,NaN,NaN,2.06,80.9,-4.78,2.36,4,2,322.1229893200001,3,NaN,NaN,NaN,NaN,Test,0,0.07068639993667603,0,0.39830759167671204,1,0.9838336110115051,0,0.1520768105983734,0,0.0009318414377048612,0,0.0853276476264,1,0.9916730523109436,1,0.9757189154624939,0,0.011082137003540993,0,0.09851354360580444
CC(CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2OC(CN(C)Cc2ccc(Oc3ccccc3)cc2)C1C,NaN,0.0,NaN,NaN,NaN,3.61,104.23,-5.43,3.35,7,2,580.2685702519999,10,NaN,NaN,NaN,NaN,Train,0,0.44960540533065796,1,0.9953873753547668,0,0.33817771077156067,0,0.006099177524447441,0,0.0036098044365644455,0,0.10819479078054428,1,0.6777511835098267,0,0.3410905599594116,0,0.0004198305541649461,0,0.08192997425794601
NC(=O)C(Cc1cccc(F)c1)NC(=O)C(N)Cc1ccccc1,NaN,0.0,NaN,NaN,NaN,0.91,98.21,-2.8,1.14,3,3,329.1539551,7,NaN,NaN,NaN,NaN,Train,0,0.3533066511154175,0,0.015299966558814049,1,0.957779049873352,0,0.011130654253065586,1,0.7009806632995605,0,0.18467380106449127,0,0.26017776131629944,1,0.9600830078125,0,0.3794422149658203,0,0.03777261823415756
O=C(c1ccncc1)N1N=C2CCCCC[C@@H]2[C@@]1(O)C(F)(F)F,NaN,0.0,NaN,NaN,NaN,1.37,65.79,-2.16,1.41,4,1,327.119461412,1,NaN,NaN,NaN,NaN,Train,0,0.28385642170906067,1,0.9950811862945557,1,0.9647196531295776,0,0.40349772572517395,0,0.005391538608819246,0,0.16051220893859863,1,0.9027670621871948,1,0.9766286015510559,0,0.011429334990680218,0,0.41743290424346924
Cn1cnc(S(=O)(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)c1,NaN,0.0,NaN,NaN,NaN,1.65,96.17,-2.68,0.42,6,1,352.081696,2,NaN,NaN,NaN,NaN,Test,0,0.2137654572725296,0,0.012048442848026752,1,0.5496459603309631,0,0.11493074893951416,0,0.004062504041939974,1,0.8058803677558899,1,0.9729430675506592,1,0.9196910858154297,0,0.21577312052249908,0,0.1596812605857849
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2C(=O)N2CCC(CC(=O)O)CC2)cc1,NaN,0.0,NaN,NaN,NaN,3.54,119.05,-0.65,0.55,4,3,506.2529201879999,7,NaN,NaN,NaN,NaN,Train,0,0.1834237277507782,0,0.1098291352391243,0,0.42432525753974915,0,0.021012073382735252,1,0.5633799433708191,0,0.03866276517510414,1,0.907866358757019,0,0.10104983299970627,0,0.003381629241630435,0,0.0034114718437194824
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)nn2)c1,NaN,0.0,NaN,NaN,NaN,3.37,100.64,-5.69,3.37,5,1,436.01636666800005,5,NaN,NaN,NaN,NaN,Train,0,0.1989990919828415,1,0.9805648922920227,1,0.9821387529373169,0,0.03703747317194939,0,0.0001089610013877973,0,0.15552666783332825,1,0.9851080775260925,1,0.9613968729972839,0,0.09203236550092697,0,0.08656253665685654
COc1ccccc1/C=C1\CNC/C(=C\c2ccccc2OC)C1=O,NaN,0.0,NaN,NaN,NaN,3.5,47.56,-4.68,4.54,4,1,335.152143532,4,NaN,NaN,NaN,NaN,Train,0,0.08632853627204895,1,0.9961473941802979,1,0.9890088438987732,0,0.02267434448003769,0,0.021680040284991264,0,0.01756633073091507,1,0.9994761347770691,1,0.9996817111968994,0,0.10671316087245941,0,0.008138461969792843
Cc1nn(-c2ccc(C(=O)NC(=O)Nc3nc4ccc(S(=O)(=O)CCCN5CCN(C)CC5)cc4s3)c(Cl)c2)cc1,NaN,0.0,NaN,NaN,NaN,3.22,166.15,-4.2,0.85,10,2,615.1489221200002,8,NaN,NaN,NaN,NaN,Test,1,0.8118752837181091,0,0.030395621433854103,0,0.05672237649559975,0,0.014831509441137314,0,0.22121553122997284,1,0.982953667640686,0,0.25698983669281006,0,0.28412362933158875,0,0.07911203801631927,0,0.06408151984214783
CCc1ccc(-c2nn(C)c3nc(=O)n(Cc4ccccc4)c(=O)c-3n2)cc1,NaN,0.0,NaN,NaN,NaN,2.41,77.7,-5.81,1.93,7,0,373.15387484800004,4,NaN,NaN,NaN,NaN,Train,0,0.029109936207532883,1,0.8683289289474487,1,0.9855324625968933,0,0.11206258833408356,0,0.0009572104900144041,0,0.030055692419409752,1,0.9979810118675232,1,0.6696566343307495,0,0.0036389590241014957,0,0.002365690656006336
CN(C)c1ccc(/C=C/C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,NaN,0.0,NaN,NaN,NaN,4.18,23.55,-3.97,4.72,3,0,320.188863388,6,NaN,NaN,NaN,NaN,Train,0,0.08014613389968872,1,0.994903564453125,1,0.9889045357704163,0,0.0773806944489479,0,0.05510621890425682,0,0.0914883017539978,1,0.9862859845161438,1,0.8284193277359009,0,0.247245192527771,0,0.010047178715467453
CC(C)N1CCN(C(=O)C2CC23CCN(C2CCOCC2)CC3)CC1,NaN,0.0,NaN,NaN,NaN,1.85,36.02,-0.32,0.45,4,0,349.27292736,3,NaN,NaN,NaN,NaN,Test,0,0.357688307762146,1,0.7212198972702026,1,0.9982787370681763,1,0.8570011854171753,0,0.14555302262306213,1,0.855644941329956,1,0.9709469676017761,1,0.9843610525131226,0,0.2003772258758545,0,0.1646643579006195
Nc1nc(F)nc2c1ncn2C1OC(CO)CC1O,NaN,0.0,NaN,NaN,NaN,-0.51,119.31,-0.89,-0.36,8,3,269.092417464,2,NaN,NaN,NaN,NaN,Train,0,0.06628578156232834,0,0.003966195974498987,1,0.9689441919326782,0,0.0027771706227213144,0,0.12338182330131531,0,0.08065801858901978,0,0.17687831819057465,1,0.9026312232017517,0,0.010758456774055958,0,0.1382119357585907
